635	NM_001351355	chr12	+	6561207	6571482	6562707	6571315	8	6561207,6561716,6562232,6562612,6566571,6567810,6570020,6571199,	6561478,6561785,6562463,6562882,6566910,6568113,6570104,6571482,	0	TAPBPL	cmpl	cmpl	-1,-1,-1,0,1,1,1,1,
1013	NM_033082	chr12	-	56151053	56211508	56151295	56211485	11	56151053,56154334,56182858,56184350,56188142,56188590,56189808,56194345,56194637,56197412,56211449,	56151337,56154424,56182927,56184376,56188171,56188664,56189860,56194413,56194684,56197512,56211508,	0	SARNP	cmpl	cmpl	0,0,0,1,2,0,2,0,1,0,0,
180	NM_001371482	chr12	+	112280031	112340026	112280537	112330865	13	112280031,112303053,112303959,112305375,112306556,112308888,112318250,112321384,112323719,112326291,112326688,112327843,112330770,	112280573,112303127,112304035,112305473,112306665,112308984,112318331,112321572,112323840,112326422,112326810,112327948,112340026,	0	MAPKAPK5	cmpl	cmpl	0,0,2,0,2,0,0,0,2,0,2,1,1,
651	NM_014358	chr12	-	8685900	8693501	8687233	8693393	6	8685900,8688685,8689710,8691812,8692450,8693356,	8687405,8688801,8689862,8691902,8692543,8693501,	0	CLEC4E	cmpl	cmpl	2,0,1,1,1,0,
126	NM_001144997	chr12	-	56078353	56106089	56078841	56106053	25	56078353,56081754,56081985,56082627,56086627,56086924,56087804,56088039,56088226,56088398,56088561,56089305,56090066,56090682,56090999,56091234,56091478,56091721,56092166,56092493,56094045,56094682,56095162,56105846,56106040,	56079072,56081880,56082084,56082741,56086759,56087101,56087907,56088114,56088306,56088479,56088754,56089421,56090216,56090852,56091061,56091330,56091606,56091810,56092360,56092701,56094177,56094938,56095200,56105918,56106089,	0	ITGA7	cmpl	cmpl	0,0,0,0,0,0,2,2,0,0,2,0,0,1,2,2,0,1,2,1,1,0,1,1,0,
1602	NM_015114	chr12	-	133302089	133338418	133303827	133338384	13	133302089,133304617,133306264,133310970,133311991,133313478,133318004,133319739,133324417,133324723,133327228,133331260,133338203,	133304029,133304749,133306856,133311161,133312098,133313651,133318071,133319862,133324606,133324917,133327435,133331719,133338418,	0	ANKLE2	cmpl	cmpl	2,2,1,2,0,1,0,0,0,1,1,1,0,
1488	NM_001130112	chr12	+	118454465	118470042	118457561	118469083	12	118454465,118455494,118456876,118457436,118458710,118460090,118462655,118463551,118464693,118465757,118467575,118468986,	118454697,118455620,118456941,118457573,118458790,118460164,118462815,118463633,118464823,118465835,118467630,118470042,	0	RFC5	cmpl	cmpl	-1,-1,-1,0,0,2,1,2,0,1,1,2,
640	NM_001297642	chr12	-	7247149	7261810	7249552	7261776	6	7247149,7252281,7252496,7254493,7260846,7261705,	7249759,7252403,7252622,7254683,7261075,7261810,	0	C1RL	cmpl	cmpl	0,1,1,0,2,0,
79	NM_001354346	chr12	-	7187522	7244489	7187835	7244412	9	7187522,7189335,7241204,7241434,7241888,7242182,7242651,7244047,7244368,	7188605,7189412,7241327,7241582,7242085,7242329,7242844,7244276,7244489,	0	C1R	cmpl	cmpl	1,2,1,0,1,1,0,2,0,
1174	NM_001321	chr12	-	77252488	77272799	77252731	77260040	6	77252488,77253326,77254063,77256955,77259928,77272717,	77252808,77253420,77254193,77257124,77260041,77272799,	0	CSRP2	cmpl	cmpl	1,0,2,1,0,-1,
977	NR_045072	chr12	-	51454987	51477379	51477379	51477379	5	51454987,51461455,51467605,51470193,51477011,	51458452,51461752,51467865,51470430,51477379,	0	CSRNP2	unk	unk	-1,-1,-1,-1,-1,
996	NM_006301	chr12	-	53873452	53893242	53874965	53881175	15	53873452,53875724,53876082,53876348,53877132,53877390,53877694,53878040,53878839,53879100,53879839,53880222,53880730,53881038,53893210,	53875064,53875995,53876153,53876973,53877270,53877507,53877804,53878149,53878998,53879259,53880031,53880406,53880939,53881212,53893242,	0	MAP3K12	cmpl	cmpl	0,2,0,2,2,2,0,2,2,2,2,1,2,0,-1,
1390	NM_018171	chr12	-	105567077	105629952	105568091	105629790	21	105567077,105569812,105570653,105571003,105582050,105583549,105583768,105589038,105589222,105589362,105591542,105593150,105597480,105600838,105601748,105601935,105605007,105610846,105611443,105622902,105629736,	105568226,105569860,105570794,105571040,105582225,105583602,105583933,105589127,105589279,105589405,105591731,105593309,105597563,105600985,105601807,105601977,105605095,105610918,105611503,105623001,105629952,	0	APPL2	cmpl	cmpl	0,0,0,2,1,2,2,0,0,2,2,2,0,0,1,1,0,0,0,0,0,
1001	NM_001351242	chr12	-	54574141	54582778	54575879	54577724	4	54574141,54577439,54580676,54582734,	54576407,54577743,54580795,54582778,	0	SMUG1	cmpl	cmpl	0,0,-1,-1,
1023	NM_001256041	chr12	-	57422300	57444982	57422538	57442107	29	57422300,57422915,57423218,57423523,57423993,57424823,57430090,57430555,57430725,57431331,57431652,57432195,57432592,57432995,57434967,57435215,57436855,57437023,57437639,57437889,57440335,57440646,57440844,57441086,57441410,57441772,57441993,57443670,57444501,	57422665,57423043,57423371,57423656,57424100,57424958,57430165,57430624,57430875,57431425,57431853,57432422,57432793,57433058,57435072,57435281,57436942,57437142,57437787,57437993,57440434,57440710,57440891,57441191,57441505,57441888,57442127,57443890,57444982,	0	MYO1A	cmpl	cmpl	2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,1,0,1,1,2,0,0,-1,-1,
186	NM_001346490	chr12	-	118587605	118810712	118588801	118673403	22	118587605,118590031,118597950,118599592,118610261,118615005,118619175,118627611,118636828,118639100,118650718,118651821,118671478,118673362,118673599,118675877,118677031,118681219,118682698,118693252,118704459,118810452,	118588963,118590214,118598163,118599832,118610465,118615134,118619412,118627746,118637062,118639268,118650800,118651915,118671570,118673476,118674498,118675974,118677077,118681321,118682770,118693460,118704564,118810712,	0	TAOK3	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,2,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,
186	NM_001346488	chr12	-	118587605	118810712	118588801	118693372	22	118587605,118590031,118597950,118599592,118610261,118615005,118619175,118627611,118636855,118639100,118650718,118651821,118671478,118673362,118675877,118677031,118681219,118682698,118693252,118699301,118704459,118810452,	118588963,118590214,118598163,118599832,118610465,118615134,118619412,118627746,118637062,118639268,118650800,118651915,118671570,118673476,118675974,118677077,118681321,118682770,118693460,118699478,118704564,118810712,	0	TAOK3	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,0,0,0,-1,-1,-1,
607	NR_130744	chr12	+	2921833	2941382	2941382	2941382	14	2921833,2926388,2927074,2927271,2929251,2929889,2930427,2930708,2930857,2931959,2932935,2933255,2939382,2940949,	2922022,2926484,2927116,2927519,2929391,2930038,2930525,2930762,2930958,2932077,2933109,2933418,2940051,2941382,	0	ITFG2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
119	NR_051992	chr12	-	48436679	48499638	48499638	48499638	19	48436679,48440138,48440760,48441783,48442711,48457492,48458847,48459378,48460709,48465449,48468106,48468472,48477373,48482583,48482945,48490125,48491776,48495251,48499184,	48439167,48440234,48440845,48441863,48442915,48457624,48459003,48459463,48460748,48465504,48468390,48468576,48477545,48482743,48483076,48490210,48491920,48495299,48499638,	0	SENP1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1431	NM_001286535	chr12	+	110940135	110971361	110940142	110968458	11	110940135,110941610,110943421,110944383,110950583,110952854,110956480,110956678,110957598,110959981,110968329,	110940188,110941681,110943577,110944498,110950683,110952961,110956587,110956743,110957721,110960216,110971361,	0	RAD9B	cmpl	cmpl	0,1,0,0,1,2,1,0,2,2,0,
598	NM_030775	chr12	+	1726221	1756377	1740520	1755418	5	1726221,1740463,1741823,1748849,1754959,	1726309,1740600,1742071,1749142,1756377,	0	WNT5B	cmpl	cmpl	-1,0,2,1,0,
1235	NM_001146335	chr12	-	85253269	85306578	85255410	85279815	11	85253269,85257217,85260812,85264256,85266380,85266865,85270275,85277637,85279213,85279689,85306301,	85255785,85257380,85260972,85264449,85266573,85267107,85270386,85277819,85279340,85279847,85306578,	0	SLC6A15	cmpl	cmpl	0,2,1,0,2,0,0,1,0,0,-1,
2	NM_014325	chr12	-	109038884	109125326	109041178	109095094	11	109038884,109042380,109042738,109046047,109048081,109051079,109052513,109055804,109072047,109094899,109125204,	109041298,109042626,109042796,109046193,109048186,109051199,109052695,109055934,109072170,109095099,109125326,	0	CORO1C	cmpl	cmpl	0,0,2,0,0,0,1,0,0,0,-1,
749	NM_001350912	chr12	+	21590848	21624186	21598328	21621688	12	21590848,21593301,21598280,21602496,21605014,21608065,21608928,21613958,21614941,21615673,21620414,21621439,	21591472,21593382,21598400,21602625,21605088,21608226,21609029,21614088,21615054,21615796,21620552,21624186,	0	PYROXD1	cmpl	cmpl	-1,-1,0,0,0,2,1,0,1,0,0,0,
749	NM_001350913	chr12	+	21590588	21624182	21613985	21621688	11	21590588,21593301,21598280,21602496,21608065,21608928,21613958,21614941,21615673,21620414,21621439,	21590748,21593382,21598400,21602625,21608226,21609029,21614088,21615054,21615796,21620552,21624182,	0	PYROXD1	cmpl	cmpl	-1,-1,-1,-1,-1,-1,0,1,0,0,0,
1420	NM_001301175	chr12	+	109460893	109525831	109494496	109523736	16	109460893,109462607,109465269,109485394,109494486,109495730,109505328,109509416,109510109,109511242,109519138,109519737,109520467,109520647,109522757,109523471,	109460972,109462877,109465361,109485519,109494596,109495913,109505432,109509515,109510155,109511337,109519198,109519824,109520548,109520867,109522878,109525831,	0	USP30	cmpl	cmpl	-1,-1,-1,-1,0,1,1,0,0,1,0,0,0,0,1,2,
175	NM_001330147	chr12	+	107168459	107283094	107168523	107268298	11	107168459,107177774,107208473,107219503,107236366,107237629,107245227,107254045,107264600,107268258,107279681,	107168607,107177822,107209082,107219598,107236595,107237725,107245372,107254190,107264720,107268345,107283094,	0	RIC8B	cmpl	cmpl	0,0,0,0,2,0,0,1,2,2,-1,
997	NM_005176	chr12	-	54058953	54069867	54059097	54066398	5	54058953,54062931,54063654,54066359,54069836,	54059212,54063125,54063732,54066429,54069867,	0	ATP5MC2	cmpl	cmpl	2,0,0,0,-1,
983	NM_001304459	chr12	+	52281886	52285511	52282859	52285089	6	52281886,52282351,52282854,52283155,52284210,52284367,	52282115,52282602,52282980,52283296,52284273,52285511,	0	ANKRD33	cmpl	cmpl	-1,-1,0,1,1,1,
984	NM_001271856	chr12	+	52404275	52409673	52404966	52408983	7	52404275,52404664,52404822,52407470,52407660,52407918,52408477,	52404346,52404719,52404991,52407564,52407727,52407985,52409673,	0	GRASP	cmpl	cmpl	-1,-1,0,1,2,0,1,
700	NM_006205	chr12	+	15125975	15134799	15130946	15134410	4	15125975,15130905,15132112,15134333,	15126020,15131080,15132153,15134799,	0	PDE6H	cmpl	cmpl	-1,0,2,1,
977	NM_001351319	chr12	+	51442109	51454207	51442862	51453214	8	51442109,51445874,51447560,51449617,51449926,51450132,51451814,51453143,	51442968,51445990,51447643,51449804,51450028,51450285,51451911,51454207,	0	LETMD1	cmpl	cmpl	0,1,0,2,0,0,0,1,
977	NM_001351320	chr12	+	51442109	51454207	51442862	51453218	7	51442109,51445874,51447560,51449617,51449926,51450132,51453143,	51442968,51445990,51447643,51449804,51450028,51450285,51454207,	0	LETMD1	cmpl	cmpl	0,1,0,2,0,0,0,
977	NM_001351321	chr12	+	51442109	51454207	51442139	51453214	7	51442109,51442816,51445874,51449926,51450132,51451814,51453143,	51442261,51442968,51445990,51450028,51450285,51451911,51454207,	0	LETMD1	cmpl	cmpl	0,2,1,0,0,0,1,
977	NM_001351322	chr12	+	51442109	51454207	51445882	51453214	9	51442109,51442816,51445870,51447560,51449617,51449926,51450132,51451814,51453143,	51442261,51442968,51445990,51447643,51449804,51450028,51450285,51451911,51454207,	0	LETMD1	cmpl	cmpl	-1,-1,0,0,2,0,0,0,1,
957	NM_012404	chr12	+	48866341	48867405	48866447	48866843	1	48866341,	48867405,	0	ANP32D	cmpl	cmpl	0,
1513	NM_172216	chr12	-	121675494	121736111	121678501	121712329	16	121675494,121682375,121682942,121687589,121687763,121690463,121691075,121693352,121693585,121698121,121701608,121706440,121707330,121708700,121711858,121735341,	121678672,121682418,121683043,121687677,121687837,121690517,121691275,121693441,121693607,121698158,121701742,121706492,121707384,121708748,121712388,121736111,	0	CAMKK2	cmpl	cmpl	0,2,0,2,0,0,1,2,1,0,1,0,0,0,0,-1,
1513	NM_172215	chr12	-	121681390	121735622	121681926	121712329	16	121681390,121682375,121682942,121687589,121687763,121690463,121691075,121693352,121693585,121698121,121701608,121706440,121707330,121708700,121711858,121735341,	121681932,121682418,121683043,121687677,121687837,121690517,121691275,121693441,121693607,121698158,121701742,121706492,121707384,121708748,121712388,121735622,	0	CAMKK2	cmpl	cmpl	0,2,0,2,0,0,1,2,1,0,1,0,0,0,0,-1,
1513	NM_001270486	chr12	-	121675494	121712388	121678270	121712329	16	121675494,121682375,121682942,121686408,121687589,121687763,121690463,121691075,121693352,121693585,121698121,121701608,121706440,121707330,121708700,121711858,	121678345,121682418,121683043,121686537,121687677,121687837,121690517,121691275,121693441,121693607,121698158,121701742,121706492,121707384,121708748,121712388,	0	CAMKK2	cmpl	cmpl	0,2,0,0,2,0,0,1,2,1,0,1,0,0,0,0,
98	NM_016551	chr12	-	27124515	27167317	27126897	27167101	12	27124515,27128428,27129192,27132716,27133498,27135705,27143382,27148169,27149674,27152458,27156168,27167010,	27127160,27128591,27129290,27132869,27133579,27135792,27143560,27148341,27149795,27152609,27156323,27167317,	0	TM7SF3	cmpl	cmpl	1,0,1,1,1,1,0,2,1,0,1,0,
641	NM_001351140	chr12	+	7342281	7364079	7342973	7362819	16	7342281,7342617,7342957,7343483,7343821,7344164,7351606,7354346,7355207,7356051,7360254,7360605,7361052,7361600,7362278,7362617,	7342346,7342812,7343120,7343519,7343954,7344296,7351709,7354437,7355300,7356147,7360398,7360676,7361265,7361766,7362436,7364079,	0	PEX5	cmpl	cmpl	-1,-1,0,0,0,1,1,2,0,0,0,0,2,2,0,2,
970	NM_139071	chr12	+	50479124	50494490	50479152	50492783	12	50479124,50479943,50480403,50480538,50481145,50482303,50483666,50484023,50484275,50488219,50492496,50492729,	50479329,50480131,50480446,50480661,50481268,50482420,50483768,50484185,50484373,50488355,50492598,50494490,	0	SMARCD1	cmpl	cmpl	0,0,2,0,0,0,0,0,0,2,0,0,
1427	NM_139201	chr12	-	110385126	110434173	110386627	110434029	15	110385126,110388971,110390896,110397651,110399082,110399417,110403330,110405262,110418756,110421177,110421412,110426767,110427494,110429431,110433977,	110386651,110389121,110391039,110397763,110399180,110399490,110403382,110405308,110418851,110421308,110421499,110426873,110427607,110429565,110434173,	0	GIT2	cmpl	cmpl	0,0,1,0,1,0,2,1,2,0,0,2,0,1,0,
1511	NM_022895	chr12	-	121438288	121454290	121441955	121454277	6	121438288,121442805,121444123,121448630,121448906,121454132,	121442292,121442896,121444197,121448729,121448949,121454290,	0	C12orf43	cmpl	cmpl	2,1,2,2,1,0,
181	NM_001330452	chr12	-	113633250	113658899	113633379	113645971	5	113633250,113635345,113638384,113645242,113658801,	113633694,113635417,113638618,113646064,113658899,	0	IQCD	cmpl	cmpl	0,0,0,0,-1,
1024	NM_001166357	chr12	+	57624142	57628718	57624615	57628144	12	57624142,57624585,57625263,57625495,57625993,57626235,57626486,57626962,57627345,57627531,57627785,57628016,	57624443,57624783,57625343,57625696,57626075,57626358,57626626,57627128,57627445,57627687,57627893,57628718,	0	SHMT2	cmpl	cmpl	-1,0,0,2,2,0,0,2,0,1,1,1,
1518	NM_002813	chr12	+	122326695	122356203	122326762	122354217	6	122326695,122332644,122337539,122340911,122353761,122354189,	122326900,122332747,122337751,122341013,122353850,122356203,	0	PSMD9	cmpl	cmpl	0,0,1,0,0,2,
181	NM_024959	chr12	-	113736570	113772973	113737581	113770683	16	113736570,113742125,113744299,113745495,113748038,113753139,113754330,113754746,113756768,113758135,113758385,113758654,113758860,113759000,113770527,113772797,	113737779,113742190,113744380,113745649,113748160,113753281,113754461,113754806,113756876,113758303,113758491,113758712,113758913,113759153,113770765,113772973,	0	SLC8B1	cmpl	cmpl	0,1,1,0,1,0,1,1,1,1,0,2,0,0,0,-1,
77	NM_001282286	chr12	+	4714028	4723054	4714156	4722919	5	4714028,4716492,4719320,4721708,4722680,	4714252,4716553,4719450,4721884,4723054,	0	DYRK4	cmpl	cmpl	0,0,1,2,1,
1293	NR_027933	chr12	+	92815306	92824778	92824778	92824778	2	92815306,92822809,	92815611,92824778,	0	CLLU1	unk	unk	-1,-1,
1293	NR_027932	chr12	+	92815306	92824778	92824778	92824778	3	92815306,92819153,92822809,	92815611,92819710,92824778,	0	CLLU1	unk	unk	-1,-1,-1,
1369	NM_001111284	chr12	-	102789651	102872328	102796284	102872279	4	102789651,102813286,102869420,102872264,	102796344,102813468,102869577,102872328,	0	IGF1	cmpl	cmpl	0,1,0,0,
1369	NM_001111283	chr12	-	102789651	102874341	102796318	102874159	5	102789651,102811732,102813286,102869420,102874096,	102796344,102811781,102813468,102869577,102874341,	0	IGF1	cmpl	cmpl	1,0,1,0,0,
977	NM_001351327	chr12	+	51442109	51454207	51442862	51453214	7	51442109,51447594,51449617,51449926,51450132,51451814,51453143,	51442968,51447643,51449804,51450028,51450285,51451911,51454207,	0	LETMD1	cmpl	cmpl	0,1,2,0,0,0,1,
14	NM_152641	chr12	+	46123488	46301820	46123619	46298861	21	46123488,46123826,46124999,46205200,46211452,46215202,46230371,46230523,46231103,46231280,46233111,46240638,46242618,46243362,46243818,46254583,46285562,46285793,46287202,46287412,46298716,	46123711,46123920,46125097,46205334,46211671,46215270,46230438,46230774,46231200,46231490,46233279,46240720,46242753,46243559,46246679,46254732,46285701,46285879,46287326,46287504,46301820,	0	ARID2	cmpl	cmpl	0,2,0,2,1,1,0,1,0,1,1,1,2,2,1,0,2,0,2,0,2,
993	NM_003578	chr12	+	53497269	53518319	53497361	53517907	15	53497269,53497934,53498890,53499344,53499690,53509173,53509880,53512133,53512673,53512907,53514569,53515086,53516864,53517511,53517856,	53497443,53497990,53499027,53499404,53499798,53509438,53509950,53512218,53512719,53513037,53514667,53515185,53517000,53517657,53518319,	0	SOAT2	cmpl	cmpl	0,1,0,2,2,2,0,1,2,0,1,0,0,1,0,
635	NM_006170	chr12	-	6666036	6677457	6666158	6677084	16	6666036,6669263,6669612,6669863,6670096,6670829,6671049,6672246,6672480,6672777,6673056,6675266,6675694,6675942,6676981,6677372,	6666808,6669492,6669735,6669953,6670236,6670970,6671137,6672336,6672678,6672937,6673112,6675490,6675783,6675988,6677088,6677457,	0	NOP2	cmpl	cmpl	1,0,0,0,1,1,0,0,0,2,0,1,2,1,0,-1,
607	NR_046432	chr12	+	2986388	2998690	2998690	2998690	4	2986388,2994448,2996143,2997076,	2986448,2994700,2996277,2998690,	0	RHNO1	unk	unk	-1,-1,-1,-1,
1529	NR_073007	chr12	-	123745522	123756787	123756787	123756787	4	123745522,123749742,123751731,123756703,	123746350,123749869,123751829,123756787,	0	CDK2AP1	unk	unk	-1,-1,-1,-1,
1002	NM_015481	chr12	-	54762919	54778517	54764039	54778298	7	54762919,54764409,54764710,54765256,54767756,54769627,54778211,	54764270,54764505,54764880,54765499,54767919,54769738,54778517,	0	ZNF385A	cmpl	cmpl	0,0,1,1,0,0,0,
22	NM_001146699	chr12	-	114254544	114404130	114261028	114404032	25	114254544,114261013,114282472,114296595,114352773,114356196,114358415,114362501,114364858,114374811,114377764,114380128,114383632,114384158,114385138,114386637,114387887,114390316,114392935,114395586,114397016,114397669,114397863,114400036,114403996,	114255991,114261126,114282593,114296701,114352890,114356252,114358495,114362562,114365034,114374941,114377965,114380239,114383729,114384280,114385269,114386841,114387959,114390395,114393016,114395855,114397209,114397708,114397983,114400219,114404130,	0	RBM19	cmpl	cmpl	-1,1,0,2,2,0,1,0,1,0,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,
1000	NM_022658	chr12	+	54402768	54406553	54403068	54405165	2	54402768,54404872,	54403504,54406553,	0	HOXC8	cmpl	cmpl	0,1,
1269	NM_022652	chr12	-	89741013	89746278	89743030	89745816	2	89741013,89745416,	89743338,89746278,	0	DUSP6	cmpl	cmpl	1,0,
173	NM_001352169	chr12	-	105196330	105352522	105198929	105322305	12	105196330,105238249,105239620,105255068,105260209,105280070,105282810,105289051,105303432,105321750,105325409,105352378,	105199115,105238398,105239752,105255148,105260357,105280217,105282955,105289123,105303540,105322472,105325569,105352522,	0	SLC41A2	cmpl	cmpl	0,1,1,2,1,1,0,0,0,0,-1,-1,
661	NR_120305	chr12	+	9980076	9997603	9997603	9997603	4	9980076,9984911,9994919,9997016,	9980225,9985010,9995032,9997603,	0	KLRF1	unk	unk	-1,-1,-1,-1,
643	NM_001370146	chr12	-	7623406	7656373	7632464	7656286	16	7623406,7632455,7635238,7635561,7635962,7637691,7639094,7639489,7639954,7640368,7647676,7649408,7651463,7653734,7655073,7656240,	7623993,7632592,7635358,7635600,7636271,7638012,7639409,7639582,7640269,7640683,7647997,7649729,7651784,7654058,7655160,7656373,	0	CD163	cmpl	cmpl	-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
643	NM_001370145	chr12	-	7623406	7656373	7632486	7656286	17	7623406,7632455,7633756,7635238,7635561,7635962,7637691,7639094,7639489,7639954,7640368,7647676,7649408,7651463,7653734,7655073,7656240,	7623988,7632509,7633852,7635358,7635600,7636271,7638012,7639409,7639582,7640269,7640683,7647997,7649729,7651784,7654058,7655160,7656373,	0	CD163	cmpl	cmpl	-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
11	NM_001371097	chr12	+	20968607	21244156	20968672	21243040	16	20968607,21007961,21011372,21013950,21015345,21015689,21028168,21030705,21032369,21033788,21036351,21051369,21054283,21220252,21229385,21242841,	20968756,21008103,21011505,21014072,21015492,21015788,21028411,21030870,21032565,21033954,21036536,21051434,21054401,21220317,21229503,21244156,	0	SLCO1B3-SLCO1B7	cmpl	cmpl	0,0,1,2,1,1,1,1,1,2,0,2,1,2,1,2,
182	NM_000192	chr12	-	114791734	114846247	114793336	114841703	9	114791734,114803969,114823280,114832545,114836377,114837317,114839630,114841556,114845618,	114793911,114804196,114823372,114832698,114836525,114837437,114839725,114841741,114846247,	0	TBX5	cmpl	cmpl	1,2,0,0,2,2,0,0,-1,
115	NM_001114182	chr12	+	44152746	44183346	44161914	44180518	13	44152746,44154727,44161905,44165022,44165982,44166714,44167767,44171432,44171995,44176109,44177464,44180201,44180482,	44152819,44154775,44162075,44165168,44166165,44166875,44167832,44171547,44172105,44176293,44177527,44180360,44183346,	0	IRAK4	cmpl	cmpl	-1,-1,0,2,1,1,0,2,0,2,0,0,0,
958	NM_002289	chr12	-	48961466	48963829	48961739	48963803	4	48961466,48962299,48962864,48963670,	48961800,48962375,48963023,48963829,	0	LALBA	cmpl	cmpl	2,1,1,0,
751	NM_002300	chr12	-	21788275	21810789	21788475	21807605	8	21788275,21790004,21791286,21794885,21796868,21799832,21807476,21810684,	21788643,21790128,21791404,21795059,21797042,21799950,21807611,21810789,	0	LDHB	cmpl	cmpl	0,2,1,1,1,0,0,-1,
113	NM_001364831	chr12	+	42719968	42842423	42726503	42840420	12	42719968,42726461,42729684,42748962,42768664,42781257,42787371,42792655,42835116,42836442,42839774,42840393,	42720031,42726504,42729776,42749024,42768876,42781337,42787491,42792796,42835231,42836543,42840092,42842423,	0	PPHLN1	cmpl	cmpl	-1,0,1,0,2,1,0,0,0,1,0,0,
